,date,text,sent
490,7/7/2023,less than 3 months.  will not turn on - does not work!  return instructions SUCK !  i need help and can't seem to find my way through this maze !,0
491,10/17/2023,This TV is bad quality. The picture looks blurry and it doesn't keep reception well.  I do not recommend.,0
492,8/7/2023,Been Having Trouble And Haven’t Had It For Even 90 Days Turns Off Randomly And Sounds Staticky At Times As Well,0
493,10/4/2023,TV came to me and not working order could not get it to come out don’t know what was wrong with it but Walmart refunded it,0
494,9/27/2023,i have comcast and can't download the app but on a tcl tv i can. my first time buying Vizio. 8m kot impressed. I'll go back to tcl,0
495,9/29/2023,"Takes to long to switch to live TV, when you check the TV channels you want to view only, the smart becomes stupid and displays them all.",0
496,10/10/2023,My tv was cracked when I opened it . Never ordering from them again and there giving me hassle to refund my credit card !!! Just Terrible!!,0
497,10/17/2023,my new 55 inch Vizio tv doesn't work.  the sound goes off. how can I return it.  I am not able to bring it to the store or to a drop off location.,0
498,4/26/2023,"I bought this in late November and it's now April and the tv just won't turn on at all. it was working fine last night, but today it isn't working at all. This isn't the first issue i've had with this tv doing things like this either.",0
499,4/3/2023,You can’t excess the internet or download any other apps except what the tv comes with! I didn’t realize this until it was already mounted to the wall and box was in the trash or I would have returned it,0
500,4/25/2023,This tv was fantastic at first. It had a great picture and my son's games were easy to hook up. We've had the tv a little over two months and now there is no sound on the tv. Not sure what I'm supposed to do now.,0
501,5/22/2023,"Great quality image, but two months in and refuses to work, keeps saying error 2604_1. Did all steps to fix even factory reset and still isn’t functioning",0
502,6/12/2023,worst television experience in my life do not buy a Vizio just for television maybe for internet I guess not for regular TV remote doesn't even have a channel choice,0
503,6/21/2023,"I just purchased a new Vizio and it  keeps freezing and I have to reset the apps. This doesn't happen on my 2 year old vizeo ,not sure what the problem is.",0
504,11/27/2023,"You can't add apps of your choice. If you have Spectrum cable you can't add the Spectrum app so you can't watch your cable channels. They say to simply cast it from another device, but that doesn't work either.     Very dissatisfied.",0
505,6/20/2023,"Do NOT recommend this TV, all streaming apps do not work, and I already tried everything that is recommended to fix the issue but nothing works! Horrible TV.",0
506,5/19/2023,"This TV is not user friendly; Doesn't allow access to local stations nor channels i like,i.e.,ESPN ,TNT and more. I spoke with VIZIO customer service (3)times,last representative said..Return TV to Walmart.",0
507,6/9/2023,Bought this tv and it lasted about 2 weeks and then the volume hung up it would turn all the way up or all the way down…then screen started going in and out!!!!!!,0
508,6/19/2023,I had nothing but problems with delivery. Extended multiple times.  Then the tv was damaged when I received it.  I had to return to the store.  Nothing but problems.,0
509,6/8/2023,Horrible set up and tech support. This TV is the most difficult and time consuming device eve. Tech support is awful. They have to keep going to manual.,0
510,6/13/2023,"Wouldn't recommend. I was hesitant to buy after reading so many bad reviews. Low and behold my tv gets delivered and as soon as I turn it on the screen is already flashing, sending back and getting a different kind. Don't waste your time.",0
511,4/11/2023,The worst customer service. I bought a 43 inch vizio and they send a used tv which is not what I paid for. I also try returning the item and they haven't contacted me back after 3 days. Definitely not buying here anymore or from the provider.,0
512,4/30/2023,I think the  speakers must be busted.  The sound is so fuzzy we are going to have to send it back.  I have other Visio TV's and none of them have this problem.,0
513,6/12/2023,Insist on time delivery and for delivery person to ring doorbell and wait for occupant.  My driver dropped off a 65' tv on thre front porch and walked away.  Naturally it was stolen.,0
514,4/21/2023,the tv worked for about 1 month and now it keeps glitching and shutting off on its own and when i try to change the channel it screeches very loud and ive unplugged it twice now and all it does is blink on and off. dont buy this tv.,0
515,4/16/2023,"Volumes low, apps r already preloaded into tv can't download or add other certain apps if not already listed (can't say all just ones I wanted) hard to apply sound bar as “headphones”",0
516,4/23/2023,Don't buy this tv because the seller does not respond back to u to do a return and Walmart will not take it back unless you have a shipping label from rawlass,0
517,3/15/2023,The tv turned on and off form the moment I brought it and I was unable to return or get it fixed. Tv was in good shape never dropped or hit but turns on and off,0
518,5/15/2023,"It's came broken with a 5 in black strip down the middle, after it had been held in ND for 2 months after it was supposed to be delivered, I am very disappointed with this purchase",0
519,5/14/2023,I bought one TV and exchanged it for the same one and both the screws didn’t fit in the bottom- they have to be lying about their reviews bc their ain’t no way.,0
520,6/14/2023,"Sound Would not work with DirecTV receiver connected to HDMI. Tech support and engineering support could not resolve.. Exchanged for a 65"" oled Vizio, works great!!",0
521,3/14/2023,"Bought this tv on walmart.com had it delivered. But arrived with a big crack on the screen. Had to return it, but it was too big to get in car, and difficult to get back in box. Had difficulty getting it picked up as well.",0
522,4/17/2023,It worked for as long as their return policy does (30 days) and now the HDMI ports don’t work. Thanks… I’m sure glad I was so excited to buy this and spent so much money. Can’t even watch a movie now.,0
523,12/20/2023,Simple delivery instructions were not followed.,0
524,11/30/2023,Just a white screen.  Had to return it,0
525,11/29/2023,Delivered to wrong address,0
526,12/1/2023,Delivery was not attempted driver lied,0
527,12/14/2023,was d    ellved too the wrong house,0
528,11/25/2023,Does not get warm waste of money.,0
529,12/4/2023,Screen out in less than 4 months. Piece of junk.,0
530,12/8/2023,nothing I was sold a lemon smart tv,0
531,11/21/2023,did not get my order was delivered to the rong house,0
532,12/15/2023,TV was either dropped or damaged prior to delivery. Thick line across screen.,0
533,11/6/2023,I got the tv 2 days late days and now it doesn't work at all,0
534,11/5/2023,remote never wored since i got it,0
535,10/30/2023,shipped cracked allway cross bottom,0
536,11/30/2023,would not cast off internet,0
537,12/13/2023,"TV glass broken, I need a pick up, and replacement of this TV. 
We receive the TV on Sunday.",0
538,11/25/2023,DO NOT BUY! Seller did not deliver,0
539,12/9/2023,Broke screen when I got it! Super disappointed! And a pain in the butt to return! 🤦🏻‍♀️,0
540,11/28/2023,Never got item. Tried emailing company. No replies.,0
541,11/5/2023,It arrived damaged and unusable.,0
542,11/13/2023,i did not receive this or get a refund,0
543,11/28/2023,"im very disappointed,i received the text but nothing arrived!",0
544,12/8/2023,Tv don't connect to WiFi automatically I have to unplug it constantly.,0
545,11/18/2023,FedEx delivered it took it out of box and it has a broken screen,0
546,11/10/2023,I don’t think it was the one advertised,0
547,12/22/2023,"Didnt knock on the door, and left in the rain on the front porch.",0
548,11/25/2023,I received television broken and it took 3 weeks for my refund.,0
549,12/11/2023,"This item worked fir network stations, but then did an update so now only works fir apps.",0
550,12/2/2023,no longer works.with cable channels due to Vizio uodate. worthless to us,0
551,11/9/2023,did not get sent to wrong house,0
552,11/27/2023,It wasnt delivered on time and when i picked it up it was damaged!,0
553,11/18/2023,Order and they canceled my order. With no reorder offer. Don't order from this company.,0
554,11/21/2023,Picture on this model was awful.,0
555,11/15/2023,Broken screen don’t buy from Walmart,0
556,12/4/2023,the shipping carrier broke the screen,0
557,12/20/2023,VIZIO is not compatible with ROKU,0
558,10/31/2023,the volume is too low I have to put up to 15 to start listening,0
559,11/19/2023,If I could I would rate 0,0
560,11/13/2023,I'm expecting my order to be delivered today asap,0
561,10/26/2023,defective with a dot on screen but didn't have a car to take it back so I settled,0
562,12/11/2023,I'm sure it might've been a great purchase but my tv arrived damage.,0
563,12/2/2023,the delivery date got push back for days. i was really disapointed,0
564,11/25/2023,The seller is a scam.   Never received the TV.,0
565,12/1/2023,over $600 spent and item was not delivered,0
566,12/2/2023,return within 90 days not granted,0
567,12/14/2023,Fed Ex broke it and left in rain and i still dont  have my refund!,0
568,12/3/2023,need to reconnect everytime turn on the tv,0
569,12/22/2023,I tried cleaning the screen but it's not working,0
570,11/24/2023,Tv turns black ..don't wanna work !!,0
571,11/28/2023,Don’t buy Walmart online!,0
572,11/28/2023,TV came damaged.  The box looks like it had been dropped on the corner.,0
573,12/16/2023,Sound is terrible. literally have it on 100 and still not the best.,0
574,11/22/2023,Dislike I never received my order I was scammed out of my money,0
575,11/24/2023,Like to get up date on when it's being delivered,0
576,11/18/2023,Tv doesn’t connect to WiFi well and constantly gets stuck on channels,0
0,11/28/2023,"My last Vizio tv was a 37 inch I think. It was almost 20 years old and still working good. I decided on an upgrade. The price of flatscreens has come down over the years and you can buy a much larger screen with more features for less money than 20 years ago. This 50 inch is a smart 4K with chromecast built in. It was $248 which is about $200 less than what I paid for the 37 inch.
I have streaming apps on my phone and iPad and I can select a movie and start it on my tv. Also have the same apps on the tv but I think being able to do it with my phone or iPad is easier and faster.
I could have gone bigger but I think this is plenty big. When I was younger we had a 13 inch BW tv and no cable. 
I think anyone would be happy with this tv",1
1,11/27/2023,"I purchased the 65” Vizio 4K TV In part on the strength of good reviews but a sale price of just under $400 pushed me over the edge. I use a Firestick most of the time so I didn't care too much about the TV's build in OS, but I found that it's actually pretty decent and offers a nice array of alternative content. 

I replaced a 48 inch 1080p LG and the difference is remarkable. I would definitely buy another one.",1
2,9/26/2023,This Vizio 4K UHD is easy to setup may take some time updating as you get connected with internet. I would recommend this beauty too anyone and everyone who enjoys a quality product with clear high definition and quality image. So amazed at how great this quality flat screen is for the fair price.,1
3,9/8/2023,"Love the size, the clarity and the sound…..amazing!! Make sure your current tv stand is large enough for this to sit on top of, had to purchase a new one for this set. Plenty of apps (but not abc) to enjoy hours of entertainment, minimalist remote control and after purchasing (hopefully you catch it on sale) you can enter a sweepstakes for a Vizio sound bar which in my opinion isn't necessary because the sound is robust as is but who's turning down the opportunity for a free useful electronic 😏",1
4,9/10/2023,"Great TV, picture is great, not a fan of the legs, not as sturdy as I like, this was an upgrade in size from a 43’ Vizio D, to a 50’ Vizio V, crisp, clear picture. To solve the leg issue, I bought on Amazon a center TV stand. I’m sure once I have it put on, I’ll feel better.",1
5,7/9/2023,"Really outstanding performance, I've had one other Vizio in my life and it's probably 10 years old and still performs great. I basically use m Vizio for Gaming on my PS5 or watching football. So far I have no complaints at all, would highly recommend",1
6,10/11/2023,Great picture love different settings we like the vivid picture setting. we also like the fact that the soundbar sounds great too. normal sound is good too weight is good also setup was a breeze make sure you download the app first thing also adding my other accounts is easy too very happy and will buy again if ever need one.,1
7,11/16/2023,"TV is very sturdy. It has some weight to it, but rather easy to mount. Graphics are above what I expected for its prize. The VIZIO user interface looks a lot better than most other TVs and is put together quite well. The TV is very responsive to remote commands and inputs. I don't find myself using the microphone commands on the remote, but it capable. Definitely a great deal and worth the purchase.",1
8,11/5/2023,I liked the updates and the map showing where the driver was. It gave me a sense of how close they were to actually delivering. The Walmart app also showed the expected time of delivery and how many deliveries the driver had before me. This was our first time having something delivered from the store. A picture was taken and sent to us in the app saying it was delivered but they meet us at the door to make sure we received the item in hand.,1
9,10/8/2023,"I like ho light in weight. The picture gives an in the theater type of mood. Although I like the Roku products, it's nice to have a product not dependent on third party devices to get the best results. That's what this product does for me.",1
10,8/22/2023,"Great product, I've always loved Vizio products and this one most certainly did not disappoint!!
Amazing picture, works great with the sound bar, and gaming on it is insane!!
Definitely would recommend especially for the price.",1
11,9/22/2023,Amazing TV and  great price! Im so happy with my purchase. This is my 3rd Vizio television and they are really great! The picture is amazing. They are very easy to set up also.,1
12,1/14/2024,"This 50in Vizio smart tv is a great choice if you're looking for a new smart tv.The picture is beautiful and the operating system is smooth and easy to navigate even for a person that isn't familiar with smart televisions.I ordered it on a Thursday and received it on Friday before 1pm,very fast and it is easy to setup. The only thing I suggest is to setup a soundbar if you're planning on watching movies, sports etc,that really is normal with mostly all smart tvs as they aren't great with volume issues.It arrived in perfect condition. I would definitely recommend this tv for the price point.",1
13,11/14/2023,"Once having a Google screen, and inspired by family to change to Vizio, I have no regrets! The wider screen, the border is so small that it makes it looks almost like Waterfall edges🤣 GREAT TV AND UUSER FRIENDLY 🥰",1
14,3/15/2023,Easy to buy. Easy to load. Easy to mount. It's much lighter than my old Vizio. It also lets me stream Fubo . Which saves me 110.00 a month over my Direct TV.,1
15,3/13/2023,Love the new added features they have available. Voice remote. Headset although I don’t know how to connect the head set yet  everything else works great color sound great,1
16,2/11/2024,Perfect TV and size. Was supposed to come on Saturday but was so excited that it came early Sunday morning! Easy unboxing and set up. Just need a TV stand and we're all set!,1
17,11/18/2023,What sold me on this tv was the Bluetooth headphones connection compatibility. I am a super early riser in the mornings. I love being able to put my AirPods in and watch tv with out disturbing my husband. The voice control remote is awesome to take you right to the app you want to stream on. So happy with my purchase. I’ve had it for 2 weeks so far with zero issues. The sound isn’t as loud as my old tv so I am thinking of purchasing a sound bar for it. Not an issue for me though. Still over the moon with this tv!,1
18,11/12/2023,If you're looking for a great quality easy setup picture and sound perfect tv that doesn't break your pocket This Vizio is the one ! We replaced it from our last one which lasted us many long years. Our relatives %26 friends have other well name brands that haven't held up like this brand . Honestly I never take time nor honestly have time to leave reviews however I feel this will help others who are struggling to find a good tv. For them or as a gift,1
19,1/26/2024,"With 4K resolution, it really stands out if you want to make a statement in any room. One of the best features for me was that they included Bluetooth connectivity to any headphones, so if you wanna blast that movie at night by all means. It also syncs with your PS5 and your fire stick TV so you don’t need so one remote.",1
20,5/17/2021,"Good size at 55 inches and easy set up, it walks you through everything.
It has tons of free show, movies, etc and apps. It also has it's own free
Tv app that has tons of stuff too. Really easy to navigate anywhere with
in the tv and all the options it has. Remote control is sleek and very easy
to use. I love the voice search. It's so easy. I like that at top of remote
it has Tubi, crackle, Netflix and 3 others, but wish one was programmable
to the app I use most instead of what they preselected. The tv is really
very nice and has vivid, clean and beautiful color on all pictures. Volume
is good but muted do to speakers being in the back of tv instead of
on sides or front, because it's mounted on my wall the volume isn't
as loud as...",1
21,5/4/2021,"This is the first 4k TV I have ever owned and wow, what a difference!! The 4k streaming is incredible. The colors are super vibrant and it really feels like you are in the show. I was in complete awe watching a nature show. The rest of the TV is just as impressive. The box has simple instructions on it for set up and installation plus there are instructions inside. Setting up was a breeze. The home page has all the most popular apps already pre-installed and all you have to do is log in. Connecting to wifi was quick and easy as well. My home wifi immediately popped up on the scan list and I was connected in less than a minute. The connection was fast! The voice remote is an added bonus and actually understands what you are asking for. The r...",1
22,5/8/2021,"I was so happy when this arrived unbroken. I have had that issue in the past with big screen tvs. It did however not have a power cord. I was able to use our cord from TV that we had. The colors are Amazing! The sound quality is AwEsOmE! When the kids play their games its as of you are IN the game. Perfect for family room. What a gift this would be for a wedding, housewarming, or just an upgrade. You will not be disappointed.",1
23,5/7/2021,"This is not a TV, it is an experience. I have another major brand that is two years old and the difference in the picture quality and features from it to this TV is no less than amazing. We don't have reliable internet in our rural area so I can't use the smart cast or other features. I connect it to DIRECTV and the features are fantastic. The colors and detail are unbelievable. It is not easy to connect and program but once it is up and going it is worth the effort. The sound could be better, I have it connected to a sound bar so that is not a problem. I use closed captioning most of the time and due to the size of the viewing area the captioning is not so distracting to other viewers. I would also like to see several more USB and HDML out...",1
24,5/10/2021,"This review will not feature all the intricacies of this TV but rather the mom perspective. If you are looking for an amazing TV that works great, has a ton of new features then this TV is for you. It is a great size perfect for any room. Super easy to set up. I was able to walk through the set up steps quickly and with ease. Nothing too complicated for set up which was super nice. 

The quality of the TV and what if offers is simply amazing. My previous TV wasn't that old (less than five years) but WOW the upgrade is so worth it! I love the build in apps such as Amazon, Netflix, Disney, Apple TV (that's correct no more separate Apple TV needed. So easy to pair with your Apple devices for screen mirroring. I mean so easy!), you tube, Peac...",1
25,12/7/2022,"It's very huge I really like it I don't really know much about specs but the colors are vibrant everything is gorgeous I highly recommend, and the packaging was amazing wrapped really well no cracks or anything, I bout a surround sound also to go with the tv but tbh, I don't think I need it because the tv itself has built In surround sound and it's very clean and loud man I'm in love lol",1
26,5/7/2021,"This smart television is a cord cutters dream come true! Even if you do not subscribe to streaming services, this tv has tons of movies and shows to watch for free. It is jam packed with apps for the entire family. These apps have every category imaginable for me to watch. From my favorite crime shows, live news channels, cooking shows, workout videos, sitcoms, etc. If you can imagine it, it is there. I played with this for over an hour and probably didn't even get through a small fraction of the items on this TV set. It has free channels such as Tubi, YouTube, Peacock, Pluto Tv, Newsy, PBS Kids, KidDoodle TV, Crackle, FaceBook Watch, The CW and so much more. Vizio also has its own app called Vizio Watch where I can stream tons of channels ...",1
27,5/18/2021,"This Vizio 55"" Smart TV is absolutely amazing for the price! It is 4K Ultra HD which makes a huge difference on the sharpness and the sound quality is actually much better than I expected. It is incredible how much the 55"" size makes a difference in everyone's enjoyment of the programs we watch! Visio has something called SmartCast that enables quick access to many common services like Roku, Netflix, Disney+, and it also has AirPlay and Chromcast built in. Because services like these are integrated, setting it up was a breeze and there was no need to attach accessories like a Roku stick, saving a little money. Like many electronics, there is a Quick Start Guide and no user manual so prepare to access that online if needed, however the most ...",1
28,1/26/2024,I like how clear the picture is and the sound is perfect as well✔️ Definitely happy with this purchase ❤️,1
29,1/31/2024,Im so happy with my tv. The quality and picture are amazingly beautiful.  it's so easy to set up and has awesome features.,1
30,2/4/2024,Best parts are the weight and picture quality. Vizio also has free viewing options which was a nice surprise. Delivered on time and easy set up!,1
31,1/28/2024,"I love this VIZIO 50"" Class V-Series 4K UHD LED Smart TV V505-J09.  The picture it’s great and the audio is also great.",1
32,2/2/2024,Very fairly priced. The picture quality is nice. I purchased it for my bedroom and absolutely love it.,1
33,12/2/2023,"Lightweight!! Only had it one month, but so far zero complaints. Vizio tv always has great prices and quality televisions. This one doesn’t disappoint !",1
34,12/11/2023,Great picture along with the Smart Apps makes the this tv one of rhe best I have purchased to date.  tie this in with a Vizio surround sound and movie watching / game playing goes to another level.,1
35,12/4/2023,"Wonderful Television, Beautiful Picture and Sound, but Unfortunately, Just the Other Day, One of The Legs Gave Out and My Beautiful Television Crashed to the Floor. So, right now I'm waiting to see if it will be Replaced via Vizio or Walmart.",1
36,3/28/2023,"I am so glad I bought this Visio 50”. I have no problems with Visio tv, I already have a 32” for like 5  years and it’s still working great!!",1
37,12/28/2023,I love my television. The picture is clear I have many channels and the sound is good.  I like the large screen as well. This is a winner.,1
38,1/2/2024,The size is great and picture quality for the price. Love the control that is just simple and nit too many buttons.,1
39,9/22/2023,"It's nice perfect for the space over my fire place. The colors are rich, it was easy to setup and we love it. The price was great!!!",1
40,6/28/2023,"This item shows a very clear picture and is user friendly.  If you use an internet provider, you will need your password to input in order to set the TV up.",1
41,8/13/2023,"so far so good! wish i could have known that it needs to be unplugged and plugged back in after wifi. it kept on giving me an error code, and i had to google why",1
42,11/14/2022,Ok this is a really good VIZIO now the problem our going to have is WIFI on your network Disabling your security just for getting this TV started will help after that very simple set up absolutely beautiful picture and color quality,1
43,2/10/2024,Love my TV it's perfect for a great price,1
44,2/7/2024,"great delivery, quality, and eand easy to put together lite lifting as well not heavy-duty",1
45,11/30/2023,"I bought it for my sim rig and it performs very well at 4K, 60hz. The response time while on game mode is decent. Overall it's a great tv.",1
46,12/22/2023,Love the picture. Very easy set up and navigation. The apps respond quickly. Overall a great TV for the price.,1
47,12/6/2023,"I love that it's a smart tv and everything you can think off is on the apps.

Only down fall is sometimes the smart app's device is not available",1
48,11/30/2023,"Package was carefully handled by the deliverer… who was polite and right on time. It os an amazing deal, and well known product, I am quite pleased.",1
49,1/16/2024,"A great quality on the color, perfect to watch movies.",1
50,12/26/2023,This is a good TV at a great price,1
51,1/6/2024,the TV ulis great everything went so smoothly,1
52,9/5/2023,"Color is great, good quality for $628!",1
53,1/5/2024,"Ease of set-up, value, and smart tv things.",1
54,12/26/2023,The picture is absolutely amazing! For the price you can't beat it!,1
55,1/18/2024,I normally love Samsung but this was good for my price range.,1
56,1/6/2024,We love our new tv . Perfect size,1
57,12/27/2023,Great quality and picture!,1
58,12/28/2023,the picture and the remote,1
59,1/1/2024,i have vision issues and this tv is perfect and bright! sound is great too!,1
60,1/18/2024,Love new TV. Clear. Easy set up,1
61,1/12/2024,Im impressed with the quality of the Vizio so far.,1
62,8/9/2023,This TV V series Vizio is awesome. Vibrant colors all the apps to stream just a well-built TV for the money.,1
63,8/24/2023,"Love the picture sharpness, color, the Vizio options on Home Screen.
Definitely would recommend this model.",1
64,9/21/2023,I really like the tv. Interface is straightforward. Remote is well designed which is a big plus for me. Easy to setup. Happy with purchase.,1
65,8/22/2023,Amazing TV for amazing price. Big gamer! Graphics now are better then the tv I had I can see more clearly.,1
66,11/18/2023,On sale at Walmart.  Lowest price for a decent television.,1
67,11/26/2023,It’s was so nice receive my TV from Walmart,1
68,12/1/2023,"The TV is amazing. Have no complaints, picture is clear and delivery was great with no damages.",1
69,12/17/2023,Loved the package deal with wall mount and sound bar.,1
70,12/21/2023,the picture is clear %26 it was easy to connect to wifi,1
71,12/9/2023,Greta purchase. Had for a week now. No issues and was delivered with no issues to the equipment.,1
72,10/24/2023,It's huge. It's let's me cast my apple devices. It has great color and sound! A great time!,1
73,12/1/2023,"Smart TV, Great Picture, Big  TV witj Awesome Price! You can't go wrong with this Vizio!",1
74,12/22/2023,Super easy to setup and light enough for me and my boyfriend to hang on the wall!,1
75,2/10/2024,Nice one 👋🔥🔥🔥,1
76,2/9/2024,Best TV!,1
77,2/10/2024,luv luv luv this tv,1
78,5/7/2021,I'm amazed with our new TV. We have never had a smart TV. We're very impressed with it. The picture jumps out at you and has a great picture. Only problem We're having is getting our old sound bar to work. I will continue to work on that part. Other than that it was a breeze to set up. The picture doesn't to it justice.,1
79,1/20/2022,"Awesome TV i needed a new tv after Purchasing a Samsung 4k 43"" Tv in 2020 which end up having Backlight Strip going out on both sides of the tv and i still have the tv and Thank God i put a Warranty on the tv...
but this TV meets all my Requirements the onlything it dont have is a tv Guide but other then that its perfect setup for my XS gaming console as well",1
80,5/5/2021,"This Vizio V-Series 55"" T.V. is beautiful and loaded with so many features! Firstly, it came wrapped very well, was extremely protected and was not damaged in any way. It was easy to assemble as there are feet (2) to the bottom of the T.V. that need to be screwed on (which came with the hardware - 4 screws) super easy. It was surprisingly lighter than I had expected but extremely well made and sturdy. It also comes with a remote control that needs to be paired, easy as 123. The picture quality is amazing! It is not too light, not too shaded, just right. The fluidity of the refresh rate was smooth. This also being a smart T.V. gives you so many options for all your apps, you can even customize if you need. You can cast from your phone and ev...",1
81,5/11/2021,This VIZIO 55 class 4K UHD led smart cast smart TV V series has a beautiful crisp picture. It is compatible with many different media outlets from your old VCR to Google Home. The sound is great and the main menu gives many options on adjusting the sound to suit your needs. The Smart cast menu offers many free channels and gives access to all of the paid streaming services. I really can't think of what else anyone would need from a TV. It definitely checks all of my boxes for being a great TV.,1
82,7/29/2021,"Vizio 50 inch 4K HDR gaming engine package everything awesome graphics and got a 5 year Walmart warranty plan.  Very happy with this best 4K screen 100% for the price.  Thanks Walmart for goodness of a deal.  Only bad thing about this TV is sound speakers are very lower bass treble.  If you are a gamer this is a great 2021 Vizio 50inch upgrade for PS5 console PS4Pro gaming experience!  I use the headset for gaming and Dolby sounds greatness with headset ears for awesome graphics with no lagging HDR.  I would recommend to anyone with gaming passion like myself and under 400$ with 5 year warranty.  Thanks Walmart for the good deal!
Best HDR 4K TV I purchased yet!",1
83,9/4/2023,Love my new Vizio 50 inch flatscreen TV. Picture quality is amazing.,1
84,10/20/2023,"Great value ,would put it up against much higher priced televisions!!! 6 stars",1
85,8/20/2023,I love my new TV. I plugged it in and bam perfect HD color.  Apps were easy to download.,1
86,4/14/2023,Easy mounting and app set up. I love Vizio brand. Apple mirroring approve,1
87,10/1/2023,This television is very easy to setup. Picture quality is great.,1
88,9/26/2023,Great picture and sound quality.  Easy to set up. Definitely worth the price.,1
89,9/19/2023,Picture is amazing! Easy to set up! User friendly remote.,1
90,9/30/2023,I’m a huge fan of Vizio and Samsung TVs. Consistency is key!,1
91,6/7/2023,The quality is amazing and set up was easy! This tv is perfect for movie night or everyday use!,1
92,9/12/2023,Awesome TV and on Time One day delivery,1
93,9/25/2023,Love the tv great color picture and very easy set up,1
94,8/25/2023,Tv shows great and was very easy to setup.,1
95,9/10/2023,"Love the TV, just what I expected!",1
96,10/15/2023,I really like my 75' vizio the picture is crystal clear! Great price as well,1
97,9/27/2023,Make sure you got room for it,1
98,3/15/2023,Excellent quality.  No issues besides the shipping was a little slow.,1
99,10/20/2023,65 inch Vizio was packed good and tight. Screen has nice graphics and color! Price was good!,1
100,8/25/2023,Sound Is Amazing…As Well As Da Picture😎,1
101,9/22/2023,"I love the price, color, and fast service for my new television!! It looks good in my Guest room!!",1
102,9/1/2023,What can I say? I love this!,1
103,10/3/2023,Make sure you have the right size bracket to hang it,1
104,8/6/2023,Great TV for the $$! We've stuck with Vizio for awhile which makes setup easier.,1
105,9/20/2023,Very nice tv was easy to put up very good picture quality,1
106,8/30/2023,I really like my new tv. I didn't measure and it is larger then anticipated. But I'm enjoying it.,1
107,1/17/2024,I like it.,1
108,1/10/2024,Great,1
109,12/25/2023,Loved it,1
110,1/7/2024,Love it,1
111,8/12/2023,"Easy to set up - you can make a Visio account and link all of your subscriptions or link them manually on the Home Screen. 
Easy to install -  standing or hung against the wall and it's very light weight. I was able to carry it upstairs without an issue. 
Great picture %26 great sound. You can see pores and hear breathing. What more do you need? 
Surprisingly fast delivery - ordered at 7am delivered by 3pm the same day. Not sure if even Amazon could pull that off. 
And the price was Goldilocks perfect. 
In case you couldn't tell I'm really happy with this purchase.",1
112,11/27/2023,Work great! Nice tv!,1
113,10/24/2023,I like it,1
114,7/19/2023,This TV is a great price and great size. Very easy to set up. Talked my sister into purchasing one also.,1
115,8/5/2023,"Liked everything about it.
Crisp clear sharp screen with lots of convenient apps and streaming services built in. No WiFi needed.",1
116,7/1/2023,Great TV For the price. Great picture and very easy to set up and it has all of your favorite App's. I love my Vizio 65' TV.,1
117,4/24/2023,We definitely needed a TV and found that Walmart is out GOTO for delivery of this amazing TV. The TV sounds great but we’re definitely looking to add a sound bar to it soon!!!,1
118,5/7/2023,I have to say normally I am not a tv watcher but this picture is so clear and inviting that I watch YouTube and all on this tv. You get so many channels.,1
119,5/5/2021,I absolutely love this smart T.V. it is so easy to put the legs on and set up. Also the picture quality is great it is very clear and is not pixelated. It fits great on my entertainment center.,1
120,12/22/2021,"Very great tv with most desired features.  Super smart and awesome picture. Comes loaded up with lots of free apps and lots of fun features. Tons of entertainment and free movies options. 
Comes with Chromecast and Apple TV included. 
Digital optical audio and you can control tv with Alexa.",1
121,8/22/2021,"Wow! I was so excited to see my new TV! This is my first Vizio and I am very pleased with this purchase!  The set-up was easy! The sound is great! The picture is clear!. Yes 4K and Smart TV! The TV was delivered earlier than expected. I am not sure what to think about the legs, maybe they need to be a little more sturdy. Overall great TV and I purchased it for a great price!",1
122,4/7/2022,"This 70"" Vizio Smart Tv is everything I hoped it would be. Giant clear screen! The price was just right. I used my Sams Bonus Rewards for most of it!  We had it mounted on a pull out swivel mount also purchased at Sams. Added a sound bar and it is theater quality.  We can watch tv anywhere now.",1
123,4/1/2023,"easy set up , big, nice pic..",1
124,3/28/2023,Like everything. True to size great 4k pics,1
125,6/23/2023,"It was delivered earlier than expected, the TV has exceptional clarity and the color is excellent",1
126,5/24/2023,Absolutely love this television.  It has a crystal clear picture and it's not to bulky.,1
127,6/15/2023,I love it the picture is beautiful,1
128,5/13/2023,Great TV for the money good sharp picture,1
129,3/31/2023,love it. best I've ever had. my other oneis a magnolia.,1
130,5/12/2023,Love it the only tv i will buy,1
131,6/24/2023,I love how this has a free channel guide,1
132,9/27/2023,I love my TV all my channels are easy to load on the new TV… scan the QR code and all your information is added back to TV… love love it.. sound and picture is great…,1
133,6/29/2023,I love it,1
134,6/28/2023,Excellent,1
135,7/13/2023,Excellent product,1
136,7/22/2023,Love my Smart TV so far!,1
137,7/11/2023,Absolutely love this TV!,1
138,7/31/2023,I like,1
139,9/18/2023,Love everything about it,1
140,8/10/2022,"Nice tv, works great, very light, easy to set up.",1
141,1/8/2024,"I bought this TV on Black Friday 2022 for $399. I wanted it for my Xbox Series X because it does have HDMI 2.1 support, but the panel isn't true 120hz. It supports Dolby Vision and HDR10, with AMD Freesync as well. The low latency makes it greay for gaming. I'd definitely recommend this TV. I've used it over a year now and have no complaints. The Vizio interface took a little getting used to switching from Roku. I'd recommend this TV to anyone looking for a great gaming TV.",1
